first_name,last_name,full_name,number
Romolo,Lombardo,Romolo Lombardo,3572224210
Sig.ra,Graziella,Sig.ra Graziella Bongiorno,3996933937
Greca,Cammarata-Gioberti,Greca Cammarata-Gioberti,3082708890
Bianca,Veltroni,Bianca Veltroni,3939244771
Fulvio,Malenchini,Fulvio Malenchini,3468922263
Imelda,Satta,Imelda Satta,3023772977
Silvio,Paganini,Silvio Paganini,3188468802
Carolina,Abate-Romagnoli,Carolina Abate-Romagnoli,3160906988
Dott.,Ramona,Dott. Ramona Montalti,3176252124
Eugenia,Bottaro-Fantoni,Eugenia Bottaro-Fantoni,3087278716
Mirco,Lucarelli,Mirco Lucarelli,3863697907
Elisa,Bottigliero,Elisa Bottigliero,3470049551
Danilo,Scaramucci,Danilo Scaramucci,3932161358
Luchino,Olivetti,Luchino Olivetti,3959081575
Paloma,Grasso,Paloma Grasso,3321699949
Sig.,Patrizio,Sig. Patrizio Porcellato,3278190233
Dott.,Angelica,Dott. Angelica Dovara,3456364565
Dott.,Carla,Dott. Carla Rusticucci,3457451540
Costanzo,Filangieri,Costanzo Filangieri,3414328029
Ermenegildo,Chechi,Ermenegildo Chechi,3462280366
Lodovico,Borghese-Panatta,Lodovico Borghese-Panatta,3131629372
Torquato,Comeriato-Cicala,Torquato Comeriato-Cicala,3583591867
Vittoria,Botta-Veneziano,Vittoria Botta-Veneziano,3650894238
Matilda,Govoni,Matilda Govoni,3900911220
Ettore,Ligorio,Ettore Ligorio,3189085834
Paola,Fagiani,Paola Fagiani,3142230569
Romana,Taliani,Romana Taliani,3544365476
Achille,Gentili,Achille Gentili,3635921511
Martina,Venturi-Federici,Martina Venturi-Federici,3600977488
Marissa,Caetani,Marissa Caetani,3641618845
Atenulf,Biagiotti,Atenulf Biagiotti,3234064099
Ettore,Bruscantini,Ettore Bruscantini,3778147762
Simonetta,Mannoia,Simonetta Mannoia,3479322514
Bruno,Bramante,Bruno Bramante,3112259657
Letizia,Fiorucci,Letizia Fiorucci,3911960681
Tiziano,Tarantini,Tiziano Tarantini,3562456307
Elvira,Pedersoli,Elvira Pedersoli,3686247296
Sig.,Enzio,Sig. Enzio Bellò,3582060994
Vincenza,Cattaneo-Gigli,Vincenza Cattaneo-Gigli,3927657297
Luciana,Matteotti,Luciana Matteotti,3070810251
Lisa,Barracco,Lisa Barracco,3107501731
Sig.ra,Imelda,Sig.ra Imelda Cerquiglini,3080200257
Ronaldo,Brenna,Ronaldo Brenna,3168820334
Uberto,Morabito,Uberto Morabito,3153552268
Francesco,Dulbecco,Francesco Dulbecco,3039035602
Silvio,Monaco-Cerutti,Silvio Monaco-Cerutti,3821998886
Mauro,Palladio,Mauro Palladio,3098179768
Dott.,Gaspare,Dott. Gaspare Cilibrasi,3157155319
Gabriele,Lombroso,Gabriele Lombroso,3645868952
Irma,Falier,Irma Falier,3096662890
Tullio,Marinetti,Tullio Marinetti,3649465172
Alessandra,Nosiglia,Alessandra Nosiglia,3853644964
Sig.ra,Paoletta,Sig.ra Paoletta Callegari,3266991557
Dolores,Valier,Dolores Valier,3970288014
Filippa,Sabbatini,Filippa Sabbatini,3191811632
Paloma,Zola,Paloma Zola,3776934270
Clelia,Balbi-Navone,Clelia Balbi-Navone,3561573044
Tiziano,Malenchini,Tiziano Malenchini,3851778010
Eraldo,Biagi,Eraldo Biagi,3446490643
Salvatore,Gagliano-Sokolov,Salvatore Gagliano-Sokolov,3424884440
Sylvia,Barzini,Sylvia Barzini,3617795950
Sig.ra,Romina,Sig.ra Romina Viviani,3539364028
Sig.ra,Natalia,Sig.ra Natalia Falloppio,3830866959
Alina,Catalano,Alina Catalano,3948260526
Orlando,Barozzi,Orlando Barozzi,3573915559
Nanni,Cavanna-Prodi,Nanni Cavanna-Prodi,3797653596
Dott.,Erika,Dott. Erika Toscani,3404394014
Dott.,Gianmarco,Dott. Gianmarco Trotta,3590384867
Martino,Giannelli,Martino Giannelli,3128805218
Arnaldo,Montanelli,Arnaldo Montanelli,3237339326
Chiara,Beffa,Chiara Beffa,3058064037
Delfino,Carfagna,Delfino Carfagna,3734381035
Paola,Tognazzi-Cremonesi,Paola Tognazzi-Cremonesi,3336535934
Evangelista,Borromeo,Evangelista Borromeo,3062704523
Vittorio,Canali,Vittorio Canali,3567926021
Dario,Chindamo,Dario Chindamo,3728976822
Fausto,Gagliardi,Fausto Gagliardi,3522715448
Lauretta,Papafava,Lauretta Papafava,3124222667
Vanessa,Letta-Mascheroni,Vanessa Letta-Mascheroni,3990379463
Amalia,Iacobucci,Amalia Iacobucci,3804145408
Lando,Guidotti-Parpinel,Lando Guidotti-Parpinel,3255115511
Severino,Pepe,Severino Pepe,3517541359
Antonella,Modigliani-Flaiano,Antonella Modigliani-Flaiano,3828322397
Adriana,Napolitano-Raimondi,Adriana Napolitano-Raimondi,3576862500
Sig.ra,Marissa,Sig.ra Marissa Spadafora,3035737560
Sig.ra,Paoletta,Sig.ra Paoletta Padovano,3590621650
Chiara,Crespi-Nonis,Chiara Crespi-Nonis,3921962724
Vittoria,Vigliotti,Vittoria Vigliotti,3777597419
Fulvio,Mennea,Fulvio Mennea,3442735570
Gianna,Pedersoli,Gianna Pedersoli,3109806852
Carlo,Rocca,Carlo Rocca,3757624193
Antonino,Bocca,Antonino Bocca,3105829075
Leone,Bajardi,Leone Bajardi,3798512184
Angelina,Morandi,Angelina Morandi,3549038219
Bernardo,Malpighi,Bernardo Malpighi,3965434074
Eliana,Trillini,Eliana Trillini,3663871563
Marina,Adinolfi,Marina Adinolfi,3991477345
Sig.ra,Graziella,Sig.ra Graziella Sollima,3834160941
Mario,Mantegazza-Tornatore,Mario Mantegazza-Tornatore,3389114774
Mariana,Disdero-Tozzo,Mariana Disdero-Tozzo,3366192341
Amanda,Caironi-Tommaseo,Amanda Caironi-Tommaseo,3593244627
Donatello,Tamburello,Donatello Tamburello,3367510444
Mario,Iacobucci,Mario Iacobucci,3159950284
Gustavo,Montecchi,Gustavo Montecchi,3103215750
Stefani,Boaga,Stefani Boaga,3357699960
Dott.,Gian,Dott. Gian Opizzi,3632155506
Dott.,Ramona,Dott. Ramona Letta,3829729960
Agnolo,Ossani,Agnolo Ossani,3178490239
Adriana,Bacosi,Adriana Bacosi,3879299283
Clelia,Pellegrini,Clelia Pellegrini,3545214789
Irma,Solari,Irma Solari,3606749014
Sig.ra,Adriana,Sig.ra Adriana Faggiani,3188717499
Saverio,Flaiano,Saverio Flaiano,3240347468
Sebastiano,Rubbia,Sebastiano Rubbia,3705733070
Amadeo,Jovinelli,Amadeo Jovinelli,3502050886
Piersanti,Argento,Piersanti Argento,3672123230
Filippa,Foa,Filippa Foa,3350566867
Greca,Bertoli,Greca Bertoli,3527349190
Giosuè,Galeati,Giosuè Galeati,3676228617
Sig.ra,Renata,Sig.ra Renata Necci,3037279735
Bartolomeo,Scarpa,Bartolomeo Scarpa,3281803406
Guarino,Martucci-Cappelli,Guarino Martucci-Cappelli,3280491285
Pompeo,Segni,Pompeo Segni,3989563375
Sig.ra,Annunziata,Sig.ra Annunziata Cuzzocrea,3291819950
Cesare,Poerio,Cesare Poerio,3776027879
Dott.,Matteo,Dott. Matteo Antelami,3403933668
Silvestro,Baracca-Peranda,Silvestro Baracca-Peranda,3696211720
Gianluca,Pellico,Gianluca Pellico,3224309877
Patrizio,Peruzzi-Mattarella,Patrizio Peruzzi-Mattarella,3544020942
Raffaele,Novaro,Raffaele Novaro,3264339209
Silvestro,Castiglione,Silvestro Castiglione,3306838717
Coriolano,Argentero,Coriolano Argentero,3886917024
Antonella,Spinelli,Antonella Spinelli,3806466784
Sig.ra,Livia,Sig.ra Livia Boezio,3927920093
Manuel,Salvemini,Manuel Salvemini,3779590261
Ludovica,Scarponi,Ludovica Scarponi,3080930599
Sig.ra,Serafina,Sig.ra Serafina Ceri,3442593383
Alfio,Scotti,Alfio Scotti,3559176364
Riccardo,Forza,Riccardo Forza,3552305242
Caterina,Duse,Caterina Duse,3707940691
Alfio,Aporti,Alfio Aporti,3133153956
Gioffre,Gilardoni-Pagliaro,Gioffre Gilardoni-Pagliaro,3560756539
Geronimo,Giannuzzi-Trentin,Geronimo Giannuzzi-Trentin,3323936820
Mirco,Sobrero,Mirco Sobrero,3455209070
Romina,Ramazzotti,Romina Ramazzotti,3242622170
Rosina,Buscetta,Rosina Buscetta,3003641311
Gioachino,Broggini,Gioachino Broggini,3353388722
Romina,Stein-Magrassi,Romina Stein-Magrassi,3000863237
Adriano,Cicilia-Garobbio,Adriano Cicilia-Garobbio,3150027454
Valentina,Ruffini,Valentina Ruffini,3271919876
Roberta,Spinola,Roberta Spinola,3197661010
Cirillo,Sbarbaro,Cirillo Sbarbaro,3357247840
Allegra,Ruffini,Allegra Ruffini,3271278790
Lucio,Mercadante,Lucio Mercadante,3341211432
Stefania,Contrafatto,Stefania Contrafatto,3815605229
Edoardo,Goldoni-Milanesi,Edoardo Goldoni-Milanesi,3840694563
Sig.ra,Antonina,Sig.ra Antonina Staglieno,3114277786
Goffredo,Ferragamo,Goffredo Ferragamo,3793298032
Pierangelo,Morpurgo-Fallaci,Pierangelo Morpurgo-Fallaci,3865964859
Agnolo,Stoppani-Piazzi,Agnolo Stoppani-Piazzi,3513180024
Lauretta,Tommaseo,Lauretta Tommaseo,3413810353
Luigina,Marcacci,Luigina Marcacci,3430464852
Donatella,Fischetti,Donatella Fischetti,3875750764
Dott.,Calcedonio,Dott. Calcedonio Angiolello,3748085058
Claudia,Matteotti,Claudia Matteotti,3033925963
Loretta,Doglioni,Loretta Doglioni,3574285791
Milena,Pergolesi-Borzomì,Milena Pergolesi-Borzomì,3199117399
Sophia,Vanvitelli,Sophia Vanvitelli,3332592315
Paulina,Trillini,Paulina Trillini,3561899633
Valentina,Cocci,Valentina Cocci,3027064938
Sig.,Vittorio,Sig. Vittorio Muti,3725903222
Vittoria,Marcacci,Vittoria Marcacci,3325981847
Sig.ra,Isa,Sig.ra Isa Liverotti,3202881162
Vincenzo,Zito,Vincenzo Zito,3714188043
Dott.,Anita,Dott. Anita Bottaro,3891027417
Dott.,Lina,Dott. Lina Micheletti,3313431689
Fabrizio,Ferrari-Tutino,Fabrizio Ferrari-Tutino,3337765684
Dott.,Cipriano,Dott. Cipriano Fuseli,3551344746
Vanessa,Togliatti,Vanessa Togliatti,3203904444
Annibale,Scarlatti,Annibale Scarlatti,3707578213
Mariana,Balbi-Antonello,Mariana Balbi-Antonello,3428176980
Adelasia,Ioppi-Crespi,Adelasia Ioppi-Crespi,3066588932
Dott.,Raimondo,Dott. Raimondo Gibilisco,3866921322
Silvia,Ossani-Maglio,Silvia Ossani-Maglio,3380822514
Giovanna,Mengolo,Giovanna Mengolo,3543256939
Priscilla,Schiavone,Priscilla Schiavone,3327504995
Filippo,Celentano,Filippo Celentano,3906455689
Torquato,Missoni-Malipiero,Torquato Missoni-Malipiero,3118526217
Rosario,Barillaro,Rosario Barillaro,3726367604
Dott.,Barbara,Dott. Barbara Pigafetta,3622062401
Dolores,Togliatti-Boccioni,Dolores Togliatti-Boccioni,3315951327
Luigi,Pasqua,Luigi Pasqua,3739048247
Umberto,Scarponi,Umberto Scarponi,3048497124
Anita,Petruzzi,Anita Petruzzi,3052822229
Teresa,Palmisano,Teresa Palmisano,3202984277
Filippo,Riccati,Filippo Riccati,3078306926
Nedda,Mazzanti,Nedda Mazzanti,3376180688
Gianni,Sobrero,Gianni Sobrero,3983988321
Ciro,Barcaccia,Ciro Barcaccia,3190972776
Gionata,Trapanese-Crespi,Gionata Trapanese-Crespi,3618532396
Luchino,Niggli-Spinola,Luchino Niggli-Spinola,3623936873
Clelia,Zola,Clelia Zola,3810798932
Gianfrancesco,Nordio-Garozzo,Gianfrancesco Nordio-Garozzo,3302992244
Mirko,Scalera,Mirko Scalera,3953655387
Roman,Leone,Roman Leone,3227567293
Emma,Martucci,Emma Martucci,3659620596
Gemma,Rosselli,Gemma Rosselli,3151982756
Dott.,Ciro,Dott. Ciro Curci,3931624174
Dina,Ginesio,Dina Ginesio,3578219289
Elmo,Ricci,Elmo Ricci,3601851578
Carmelo,Vezzali,Carmelo Vezzali,3435252882
Francesco,Trebbi,Francesco Trebbi,3922972838
Gioachino,Renzi,Gioachino Renzi,3876097800
Sig.ra,Pierina,Sig.ra Pierina Cundari,3468963532
Sig.ra,Fabrizia,Sig.ra Fabrizia Barracco,3534726913
Dott.,Gian,Dott. Gian Battaglia,3763093748
Dott.,Gian,Dott. Gian Zamorani,3325962611
Gianluca,Cavanna,Gianluca Cavanna,3745737102
Valentina,Interminei,Valentina Interminei,3150817357
Sig.,Donato,Sig. Donato Orsini,3076431464
Luigina,Agnesi-Barcaccia,Luigina Agnesi-Barcaccia,3611353561
Costanzo,Pinamonte,Costanzo Pinamonte,3812385830
Gustavo,Spinelli,Gustavo Spinelli,3774823325
Romana,Lombroso,Romana Lombroso,3586101932
Valeria,Traversa,Valeria Traversa,3600501749
Ronaldo,Chigi,Ronaldo Chigi,3398840886
Dott.,Gloria,Dott. Gloria Saffi,3617324068
Fabrizia,Semitecolo,Fabrizia Semitecolo,3623869570
Sig.,Ippazio,Sig. Ippazio Ariosto,3949713678
Giorgia,Casadei,Giorgia Casadei,3201933010
Riccardo,Iannucci-Franzese,Riccardo Iannucci-Franzese,3342190885
Flavia,Gentilini,Flavia Gentilini,3849725507
Cristina,Zaccardo,Cristina Zaccardo,3520758396
Ruggiero,Beffa,Ruggiero Beffa,3518179871
Sig.,Paolo,Sig. Paolo Antonello,3085412399
Luciano,Pastine-Fuseli,Luciano Pastine-Fuseli,3281753784
Zaira,Molesini,Zaira Molesini,3960215733
Maurilio,Gagliardi,Maurilio Gagliardi,3967517584
Raimondo,Iannotti,Raimondo Iannotti,3954490536
Lisa,Boaga,Lisa Boaga,3957798687
Adelasia,Gadda,Adelasia Gadda,3015156809
Gino,Bernetti,Gino Bernetti,3674037967
Dott.,Simone,Dott. Simone Legnante,3276010368
Guglielmo,Carli,Guglielmo Carli,3618313240
Serafina,Carducci-Leonardi,Serafina Carducci-Leonardi,3006456611
Luciano,Cocci,Luciano Cocci,3029053911
Rocco,Armani-Toscanini,Rocco Armani-Toscanini,3790648941
Marcello,Broschi-Schiavo,Marcello Broschi-Schiavo,3342685325
Carlo,Granatelli,Carlo Granatelli,3344957789
Gelsomina,Fagiani-Lattuada,Gelsomina Fagiani-Lattuada,3072080605
Dino,Riccardi,Dino Riccardi,3439280560
Sig.,Ivan,Sig. Ivan Zacco,3510166785
Carla,Nitto,Carla Nitto,3351216955
Sig.,Orazio,Sig. Orazio Brunelleschi,3383093669
Tina,Simeoni,Tina Simeoni,3787550831
Cristina,Vidoni,Cristina Vidoni,3205864966
Elisa,Baracca,Elisa Baracca,3645484554
Paolo,Zichichi,Paolo Zichichi,3722114463
Eraldo,Ajello,Eraldo Ajello,3660513601
Dott.,Giulia,Dott. Giulia Contarini,3707584091
Paola,Cortese,Paola Cortese,3094414065
Ubaldo,Lettiere-Montalcini,Ubaldo Lettiere-Montalcini,3716137932
Graziano,Mennea,Graziano Mennea,3872574112
Roberta,Baroffio,Roberta Baroffio,3914006102
Ruggiero,Amaldi,Ruggiero Amaldi,3175832070
Dott.,Giuseppe,Dott. Giuseppe Pucci,3624294521
Gianpietro,Gravina,Gianpietro Gravina,3015814199
Rosina,Bettoni-Tasca,Rosina Bettoni-Tasca,3581971425
Marcella,Pelli,Marcella Pelli,3385846184
Federigo,Gabrieli,Federigo Gabrieli,3058725687
Monica,Tropea-Sgalambro,Monica Tropea-Sgalambro,3390532209
Luca,Vigorelli-Castellitto,Luca Vigorelli-Castellitto,3730984573
Dott.,Camilla,Dott. Camilla Benedetti,3857013729
Ottavio,Aulenti,Ottavio Aulenti,3210279328
Donna,Vercelloni,Donna Vercelloni,3845818528
Gloria,Monteverdi,Gloria Monteverdi,3542285714
Dott.,Serena,Dott. Serena Malipiero,3148400970
Tullio,Totino,Tullio Totino,3885026939
Federico,Ruffini,Federico Ruffini,3574460900
Mirko,Bonomo,Mirko Bonomo,3715994986
Dott.,Nedda,Dott. Nedda Persico,3347152834
Ippazio,Cugia,Ippazio Cugia,3379613190
Germana,Tasso,Germana Tasso,3102251970
Cecilia,Papetti,Cecilia Papetti,3133427035
Gaetano,Lucchesi,Gaetano Lucchesi,3220690215
Vincenza,Filippini,Vincenza Filippini,3352262794
Achille,Piovani,Achille Piovani,3718562533
Sig.,Tullio,Sig. Tullio Malipiero,3084066396
Donato,Liguori,Donato Liguori,3025108334
Patrizia,Lamborghini,Patrizia Lamborghini,3348234563
Torquato,Conti,Torquato Conti,3973853235
Torquato,Toscani-Turchetta,Torquato Toscani-Turchetta,3604236901
Patrizia,Curatoli,Patrizia Curatoli,3213836945
Virgilio,Florio-Parri,Virgilio Florio-Parri,3044117851
Nadia,Versace-Mocenigo,Nadia Versace-Mocenigo,3522465860
Ignazio,Paruta,Ignazio Paruta,3374174584
Biagio,Rizzoli,Biagio Rizzoli,3306753571
Sig.ra,Marta,Sig.ra Marta Morpurgo,3933460964
Dott.,Raffaella,Dott. Raffaella Farnese,3521081470
Michelotto,Badoer,Michelotto Badoer,3102669962
Sig.ra,Lucrezia,Sig.ra Lucrezia Tremonti,3769767823
Nadia,Seddio,Nadia Seddio,3145772897
Mirko,Fabrizi-Agostinelli,Mirko Fabrizi-Agostinelli,3993580342
Dott.,Carolina,Dott. Carolina Offredi,3519233850
Geronimo,Pertini,Geronimo Pertini,3373962186
Renzo,Guarato,Renzo Guarato,3419068106
Dott.,Livia,Dott. Livia Olivetti,3545544203
Amico,Padovano,Amico Padovano,3878657197
Marco,Musatti-Calvo,Marco Musatti-Calvo,3894508827
Mario,Sforza,Mario Sforza,3941986034
Cecilia,Solimena,Cecilia Solimena,3139035952
Ferdinando,Desio,Ferdinando Desio,3084783158
Arsenio,Boaga,Arsenio Boaga,3882315040
Valerio,Pistoletto-Galvani,Valerio Pistoletto-Galvani,3955825968
Gustavo,Grassi-Manolesso,Gustavo Grassi-Manolesso,3321312190
Ugo,Pedrazzini,Ugo Pedrazzini,3219869001
Tina,Poerio,Tina Poerio,3072599295
Erika,Benussi,Erika Benussi,3481030779
Gianfrancesco,Spallanzani,Gianfrancesco Spallanzani,3658513045
Gianni,Vercelloni,Gianni Vercelloni,3082108681
Dott.,Iolanda,Dott. Iolanda Parmitano,3063566522
Enzio,Segrè-Valier,Enzio Segrè-Valier,3605308632
Chiara,Sagredo,Chiara Sagredo,3216657133
Eliana,Corradi,Eliana Corradi,3975462879
Renata,Bruscantini,Renata Bruscantini,3249252169
Ronaldo,Cundari-Tarantini,Ronaldo Cundari-Tarantini,3629593465
Nedda,Esposito,Nedda Esposito,3603096470
Dott.,Rosina,Dott. Rosina Ceri,3547483148
Michelotto,Calbo-Spanevello,Michelotto Calbo-Spanevello,3069523420
Griselda,Venier,Griselda Venier,3222871111
Ugo,Meucci,Ugo Meucci,3692772256
Fiorenzo,Orlando,Fiorenzo Orlando,3033029762
Ottavio,Bernetti,Ottavio Bernetti,3220736075
Sig.ra,Paola,Sig.ra Paola Castiglione,3242897765
Lisa,Trentin,Lisa Trentin,3001037251
Sandro,Renault,Sandro Renault,3963385029
Alina,Serao,Alina Serao,3034159032
Sig.ra,Ida,Sig.ra Ida Brichese,3439905167
Salvi,Tagliafierro-Mengolo,Salvi Tagliafierro-Mengolo,3094361527
Stefani,Bombieri,Stefani Bombieri,3373512814
Silvestro,Toselli,Silvestro Toselli,3526166184
Ornella,Roccabonella,Ornella Roccabonella,3565278029
Raffaella,Sgalambro,Raffaella Sgalambro,3993572792
Paloma,Antonacci,Paloma Antonacci,3524109178
Annalisa,Carriera,Annalisa Carriera,3432765814
Adele,Agostinelli-Bersani,Adele Agostinelli-Bersani,3662023903
Lara,Satriani,Lara Satriani,3273379502
Daria,Combi,Daria Combi,3855769157
Rosa,Turrini,Rosa Turrini,3165807050
Jacopo,Rinaldi-Condoleo,Jacopo Rinaldi-Condoleo,3212707122
Sig.,Giampaolo,Sig. Giampaolo Monicelli,3194796707
Sig.ra,Veronica,Sig.ra Veronica Cilibrasi,3010819705
Liliana,Antonetti,Liliana Antonetti,3693041370
Sebastiano,Montalti,Sebastiano Montalti,3833722302
Stefani,Leonardi,Stefani Leonardi,3461674303
Dott.,Bianca,Dott. Bianca Dallapé,3615419444
Gaspare,Spadafora,Gaspare Spadafora,3257865090
Gioffre,Sgarbi,Gioffre Sgarbi,3958050741
Ugolino,Contrafatto,Ugolino Contrafatto,3851747907
Ludovico,Rizzo,Ludovico Rizzo,3861123581
Dott.,Guglielmo,Dott. Guglielmo Leopardi,3497271227
Alberto,Carocci,Alberto Carocci,3205472801
Michela,Adinolfi,Michela Adinolfi,3963303057
Sig.ra,Antonella,Sig.ra Antonella Pisano,3349666443
Mercedes,Nievo,Mercedes Nievo,3206197726
Ignazio,Bosurgi-Gotti,Ignazio Bosurgi-Gotti,3585982995
Agnolo,Bossi-Cassarà,Agnolo Bossi-Cassarà,3392293203
Melissa,Monte,Melissa Monte,3856467502
Laura,Boccherini,Laura Boccherini,3535414109
Goffredo,Sbarbaro,Goffredo Sbarbaro,3636960130
Giacinto,Branciforte,Giacinto Branciforte,3939973483
Chiara,Bottigliero,Chiara Bottigliero,3824649355
Ornella,Pertile,Ornella Pertile,3899782287
Tatiana,Zola,Tatiana Zola,3463973561
Elvira,Dallara-Pininfarina,Elvira Dallara-Pininfarina,3028311577
Luigina,Perozzo,Luigina Perozzo,3031241695
Ugolino,Ceravolo-Fornaciari,Ugolino Ceravolo-Fornaciari,3154250720
Adele,Borsellino,Adele Borsellino,3316448833
Gino,Fantozzi-Offredi,Gino Fantozzi-Offredi,3656467120
Pierangelo,Biagiotti,Pierangelo Biagiotti,3260861147
Virgilio,Righi,Virgilio Righi,3731828976
Paulina,Caruso,Paulina Caruso,3782266220
Dott.,Flavio,Dott. Flavio Borzomì,3481548873
Liliana,Abate,Liliana Abate,3973713516
Dott.,Lorenzo,Dott. Lorenzo Romagnoli,3189318073
Livia,Panatta-Lancisi,Livia Panatta-Lancisi,3769647112
Mariano,Lombroso,Mariano Lombroso,3378168172
Livia,Pinamonte,Livia Pinamonte,3312580754
Luisa,Fioravanti,Luisa Fioravanti,3501770020
Rosaria,Manzoni,Rosaria Manzoni,3961721758
Achille,Versace-Camanni,Achille Versace-Camanni,3563428558
Lisa,Opizzi-Lombardi,Lisa Opizzi-Lombardi,3132611388
Sig.ra,Greca,Sig.ra Greca Segni,3704568536
Carla,Botticelli,Carla Botticelli,3959651432
Coriolano,Barracco,Coriolano Barracco,3817579913
Laura,Ritacca-Scarpa,Laura Ritacca-Scarpa,3828857457
Sante,Cugia,Sante Cugia,3325735696
Giampiero,Paolucci,Giampiero Paolucci,3459599732
Germana,Benedetti,Germana Benedetti,3067897101
Paride,Cicilia,Paride Cicilia,3127419046
Ubaldo,Nordio,Ubaldo Nordio,3791486887
Donatella,Roero,Donatella Roero,3727706350
Ippazio,Volta,Ippazio Volta,3657597585
Isabella,Antonini,Isabella Antonini,3598572594
Giacinto,Pontecorvo,Giacinto Pontecorvo,3878180077
Sig.ra,Amanda,Sig.ra Amanda Columbo,3987567381
Azeglio,Faranda,Azeglio Faranda,3227446097
Leone,Ferrata-Babati,Leone Ferrata-Babati,3683361867
Telemaco,Novaro,Telemaco Novaro,3383348505
Romana,Marazzi,Romana Marazzi,3375847073
Aria,Siffredi,Aria Siffredi,3168818004
Gionata,Pacomio,Gionata Pacomio,3137529896
Ugo,Bignami,Ugo Bignami,3751560053
Giada,Marcacci,Giada Marcacci,3785256634
Gemma,Galeati,Gemma Galeati,3117531188
Francesca,Desio,Francesca Desio,3866922475
Elvira,Amato-Mercalli,Elvira Amato-Mercalli,3422728078
Aria,Montesano,Aria Montesano,3540730645
Dott.,Raffaella,Dott. Raffaella Renzi,3817960208
Enzo,Pedrazzini,Enzo Pedrazzini,3045302814
Dott.,Caterina,Dott. Caterina Flaiano,3404043594
Jolanda,Fabbri,Jolanda Fabbri,3547672806
Ermenegildo,Correr,Ermenegildo Correr,3451771672
Clelia,Filippelli,Clelia Filippelli,3648257100
Dott.,Ivan,Dott. Ivan Turrini,3867205407
Teresa,Sabbatini,Teresa Sabbatini,3219435736
Mercedes,Garzoni,Mercedes Garzoni,3337108824
Patrizia,Pozzecco,Patrizia Pozzecco,3808541027
Gemma,Pellico,Gemma Pellico,3340464785
Adriana,Sermonti,Adriana Sermonti,3101609490
Alberico,Porcellato,Alberico Porcellato,3413918139
Benvenuto,Borzomì-Cerutti,Benvenuto Borzomì-Cerutti,3474376744
Federica,Stucchi,Federica Stucchi,3768558350
Milo,Canetta-Doria,Milo Canetta-Doria,3800392649
Donato,Prodi,Donato Prodi,3672274616
Gioachino,Magrassi,Gioachino Magrassi,3434363944
Sig.ra,Daria,Sig.ra Daria Emo,3520106918
Salvatore,Marcacci,Salvatore Marcacci,3432942151
Concetta,Favata,Concetta Favata,3078791988
Riccardo,Ortolani,Riccardo Ortolani,3222749852
Dott.,Romana,Dott. Romana Basso,3722551682
Liana,Napolitano,Liana Napolitano,3668491789
Luisa,Amaldi,Luisa Amaldi,3713520914
Dott.,Marco,Dott. Marco Burcardo,3285243887
Micheletto,Nibali,Micheletto Nibali,3552091513
Ludovica,Mattarella-Strangio,Ludovica Mattarella-Strangio,3473525108
Annunziata,Binaghi,Annunziata Binaghi,3489858368
Daria,Verri,Daria Verri,3630621507
Francesca,Battaglia,Francesca Battaglia,3200875282
Olga,Bernetti,Olga Bernetti,3335355155
Giovanni,Boccioni,Giovanni Boccioni,3443773400
Victoria,Scaduto,Victoria Scaduto,3985239597
Dott.,Vanessa,Dott. Vanessa Storladi,3875570780
Dott.,Ferdinando,Dott. Ferdinando Dellucci,3544353013
Adamo,Montanari,Adamo Montanari,3903588940
Alessia,Spadafora,Alessia Spadafora,3800201060
Giovanna,Bajardi,Giovanna Bajardi,3163921304
Arsenio,Brichese,Arsenio Brichese,3865239822
Renata,Vespa,Renata Vespa,3797769846
Rosaria,Tirabassi,Rosaria Tirabassi,3304589206
Gianluca,Gradenigo-Polani,Gianluca Gradenigo-Polani,3741494242
Oreste,Galtarossa-Callegaro,Oreste Galtarossa-Callegaro,3249916829
Sebastiano,Costalonga-Biagiotti,Sebastiano Costalonga-Biagiotti,3985901910
Dott.,Giuseppina,Dott. Giuseppina Federico,3891270072
